"record_id","sell","price_usd","kilometers","miles","year","maker","model"
37393,1,6500.,240090,149185.,2003.,"Toyota","Corolla"
37403,1,3000.,140156,87089.,2001.,"Toyota","Corolla"
37409,1,830.,359325,223274.,1994.,"Toyota","Corolla"
37414,1,2800.,144452,89758.,1997.,"Toyota","Corolla"
37422,1,2672.,106629,66256.,1999.,"Toyota","Corolla"
37423,1,1700.,209796,130361.,1994.,"Toyota","Corolla"
37426,1,2300.,259201,161060.,1998.,"Toyota","Corolla"
37429,1,6500.,156414,97191.,2003.,"Toyota","Corolla"
37511,0,100.,243011,151000.,1977.,"Toyota","Corolla"
37666,0,3050.,207239,128772.,1980.,"Toyota","Corolla"
37717,1,212.5,329069,204474.,1992.,"Toyota","Corolla"
37807,0,5800.,45062,28000.,2003.,"Toyota","Corolla"
38232,0,12800.,15450,9600.,2005.,"Toyota","Corolla"
38386,0,8600.,98170,61000.,2004.,"Toyota","Corolla"
38469,0,2050.,197182,122523.,1998.,"Toyota","Corolla"
38471,0,2651.,197182,122523.,1998.,"Toyota","Corolla"
38476,0,1330.,225952,140400.,1995.,"Toyota","Corolla"
38737,1,1835.,264394,164287.,1995.,"Toyota","Corolla"
38951,0,7700.,61316,38100.,2004.,"Toyota","Corolla"
38971,1,8100.,93342,58000.,2003.,"Toyota","Corolla"
38972,1,7995.,93342,58000.,2003.,"Toyota","Corolla"
39017,0,4750.,150617,93589.,2001.,"Toyota","Corolla"
39107,1,222.5,199531,123983.,1989.,"Toyota","Corolla"
39172,0,325.,245,152.,1990.,"Toyota","Corolla"
39194,1,4350.,96271,59820.,1994.,"Toyota","Corolla"
39213,1,1350.,283708,176288.,1993.,"Toyota","Corolla"
39218,0,8100.,99089,61571.,2003.,"Toyota","Corolla"
39456,1,6279.89,83126,51652.,2001.,"Toyota","Corolla"
39467,1,2026.95,94481,58708.,2000.,"Toyota","Corolla"
39470,1,540.,321074,199506.,1992.,"Toyota","Corolla"
39482,1,2250.,182580,113450.,1993.,"Toyota","Corolla"
39512,0,970.,263932,164000.,1984.,"Toyota","Corolla"
39513,0,760.,263932,164000.,1984.,"Toyota","Corolla"
40089,1,5100.,183465,114000.,2001.,"Toyota","Corolla"
40139,0,11100.,58989,36654.,2004.,"Toyota","Corolla"
40431,0,6651.,86583,53800.,2001.,"Toyota","Corolla"
40522,0,10995.,45295,28145.,2005.,"Toyota","Corolla"
40576,1,12700.,31720,19710.,2004.,"Toyota","Corolla"
40708,0,3051.,192894,119859.,2000.,"Toyota","Corolla"
40722,0,1625.1000000000001,247118,153552.,1994.,"Toyota","Corolla"
40738,0,1725.,247118,153552.,1994.,"Toyota","Corolla"
40847,1,13000.,12035,7478.,2004.,"Toyota","Corolla"
40849,0,13600.,12035,7478.,2004.,"Toyota","Corolla"
40873,1,13300.,45089,28017.,2005.,"Toyota","Corolla"
40898,1,13500.,954,593.,2005.,"Toyota","Corolla"
41212,1,2500.02,48898,30384.,1999.,"Toyota","Corolla"
41275,1,6555.,84209,52325.,2002.,"Toyota","Corolla"
41552,0,4050.,175338,108950.,2002.,"Toyota","Corolla"
41555,0,3956.,151864,94364.,1999.,"Toyota","Corolla"
41582,1,50.,362102,225000.,1989.,"Toyota","Corolla"
41589,0,10100.,10944,6800.,2006.,"Toyota","Corolla"
42211,1,1025.,307384,191000.,1989.,"Toyota","Corolla"
42214,0,610.,226917,141000.,1987.,"Toyota","Corolla"
42353,0,3250.,114263,71000.,1998.,"Toyota","Corolla"
42414,1,1625.,240156,149226.,1991.,"Toyota","Corolla"
42841,0,3855.,130745,81241.,1994.,"Toyota","Corolla"
42871,0,7505.,138726,86200.,2003.,"Toyota","Corolla"
43006,1,3300.,191646,119083.,1997.,"Toyota","Corolla"
43415,1,2025.,181276,112640.,1992.,"Toyota","Corolla"
43417,1,2800.,247527,153806.,1999.,"Toyota","Corolla"
43451,1,995.,260714,162000.,1993.,"Toyota","Corolla"
43546,0,3050.,193586,120289.,1998.,"Toyota","Corolla"
43551,0,3550.01,193586,120289.,1998.,"Toyota","Corolla"
43581,1,12000.,48924,30400.,2004.,"Toyota","Corolla"
43680,1,1550.,255102,158513.,1986.,"Toyota","Corolla"
44228,1,660.,275631,171269.,1994.,"Toyota","Corolla"
44533,0,11600.,20921,13000.,2005.,"Toyota","Corolla"
44752,1,152.5,331190,205792.,1991.,"Toyota","Corolla"
44831,0,520.,80467,50000.,1989.,"Toyota","Corolla"
45014,1,520.,309066,192045.,1992.,"Toyota","Corolla"
45087,1,7800.,101228,62900.,2003.,"Toyota","Corolla"
45154,1,9401.,31842,19786.,2003.,"Toyota","Corolla"
45155,1,9999.,31842,19786.,2003.,"Toyota","Corolla"
45166,1,4452.,146772,91200.,1998.,"Toyota","Corolla"
45560,0,6700.,60210,37413.,2005.,"Toyota","Corolla"
45565,0,1225.,386242,240000.,1982.,"Toyota","Corolla"
45566,1,630.,482803,300000.,1982.,"Toyota","Corolla"
45572,1,500.,163670,101700.,1990.,"Toyota","Corolla"
45635,1,407.01,193121,120000.,1992.,"Toyota","Corolla"
45777,1,2325.,260392,161800.,1999.,"Toyota","Corolla"
45850,1,2025.,203328,126342.,1996.,"Toyota","Corolla"
45851,0,1525.,202645,125918.,1996.,"Toyota","Corolla"
45885,1,1025.,218066,135500.,1993.,"Toyota","Corolla"
45915,0,10600.,18990,11800.,2005.,"Toyota","Corolla"
45917,0,12901.,42326,26300.,2004.,"Toyota","Corolla"
45923,0,13106.,6276,3900.,2005.,"Toyota","Corolla"
45927,1,12951.,9495,5900.,2005.,"Toyota","Corolla"
45928,0,11605.,42326,26300.,2004.,"Toyota","Corolla"
45934,0,10801.,26393,16400.,2004.,"Toyota","Corolla"
45938,0,3950.,263128,163500.,1998.,"Toyota","Corolla"
45939,0,12451.,9495,5900.,2005.,"Toyota","Corolla"
45940,0,13600.,6276,3900.,2005.,"Toyota","Corolla"
45941,0,2750.,263128,163500.,1998.,"Toyota","Corolla"
45944,0,3500.,263128,163500.,1998.,"Toyota","Corolla"
45946,0,12900.,21565,13400.,2005.,"Toyota","Corolla"
45949,0,12500.,42326,26300.,2004.,"Toyota","Corolla"
45952,0,13000.,6276,3900.,2005.,"Toyota","Corolla"
45960,0,2800.,263128,163500.,1998.,"Toyota","Corolla"
45962,0,10000.,26393,16400.,2004.,"Toyota","Corolla"
45963,0,12500.,42326,26300.,2004.,"Toyota","Corolla"
45964,0,10511.,9495,5900.,2005.,"Toyota","Corolla"
45966,0,11322.210000000001,42326,26300.,2004.,"Toyota","Corolla"
45968,0,3122.,263128,163500.,1998.,"Toyota","Corolla"
45974,0,12900.,6276,3900.,2005.,"Toyota","Corolla"
45977,0,12100.,9495,5900.,2005.,"Toyota","Corolla"
45980,0,2550.,263128,163500.,1998.,"Toyota","Corolla"
46056,0,9700.,38636,24007.,2005.,"Toyota","Corolla"
46071,0,11800.,34462,21414.,2005.,"Toyota","Corolla"
46072,0,10650.,29136,18104.,2005.,"Toyota","Corolla"
46073,0,10201.,29136,18104.,2005.,"Toyota","Corolla"
46074,1,14600.,34462,21414.,2005.,"Toyota","Corolla"
46179,1,760.,269436,167420.,1984.,"Toyota","Corolla"
46454,1,8500.,20117,12500.,2003.,"Toyota","Corolla"
46704,1,400.,418429,260000.,1985.,"Toyota","Corolla"
46883,1,7000.,28500,17709.,1998.,"Toyota","Corolla"
46931,1,2025.,99525,61842.,1974.,"Toyota","Corolla"
47136,1,13600.,20921,13000.,2006.,"Toyota","Corolla"
47218,0,3000.,166567,103500.,1998.,"Toyota","Corolla"
47219,0,2735.,165762,103000.,1998.,"Toyota","Corolla"
47220,0,2425.,165762,103000.,1998.,"Toyota","Corolla"
47339,1,3501.,185358,115176.,1997.,"Toyota","Corolla"
47363,1,925.,257080,159742.,1989.,"Toyota","Corolla"
47416,1,2551.,233355,145000.,1997.,"Toyota","Corolla"
47434,1,8600.,3541,2200.,2006.,"Toyota","Corolla"
47460,0,8100.,6627,4118.,2006.,"Toyota","Corolla"
47463,1,9999.,6627,4118.,2006.,"Toyota","Corolla"
47489,1,1325.,183700,114146.,1994.,"Toyota","Corolla"
47843,0,6611.,28968,18000.,2005.,"Toyota","Corolla"
47860,0,3900.,163197,101406.,1999.,"Toyota","Corolla"
47865,1,4600.,163197,101406.,1999.,"Toyota","Corolla"
47883,1,6800.,108938,67691.,2003.,"Toyota","Corolla"
47886,1,7500.,108938,67691.,2003.,"Toyota","Corolla"
47894,0,9600.,17671,10980.,2005.,"Toyota","Corolla"
47898,0,9100.,17671,10980.,2005.,"Toyota","Corolla"
48208,0,2950.,188937,117400.,1998.,"Toyota","Corolla"
48209,0,3650.,188937,117400.,1998.,"Toyota","Corolla"
48484,1,1400.,294682,183107.,1996.,"Toyota","Corolla"
48683,0,4750.,178122,110680.,2002.,"Toyota","Corolla"
48783,0,9000.,30095,18700.,2002.,"Toyota","Corolla"
48948,1,2325.,153836,95589.,1985.,"Toyota","Corolla"
48949,1,1025.,273880,170181.,1986.,"Toyota","Corolla"
48970,0,4050.,144471,89770.,2001.,"Toyota","Corolla"
48986,0,3700.,196997,122408.,1998.,"Toyota","Corolla"
48991,0,3650.,196997,122408.,1998.,"Toyota","Corolla"
49049,1,5800.,160057,99455.,1999.,"Toyota","Corolla"
49052,1,2025.,207655,129031.,1993.,"Toyota","Corolla"
49059,1,5100.,186684,116000.,2001.,"Toyota","Corolla"
49083,1,4025.,180086,111900.,1994.,"Toyota","Corolla"
49109,0,4350.,149490,92889.,1997.,"Toyota","Corolla"
49172,1,5700.,35259,21909.,1971.,"Toyota","Corolla"
49274,1,3150.,107826,67000.,1999.,"Toyota","Corolla"
49818,0,8600.,8369,5200.,2005.,"Toyota","Corolla"
49836,1,500.,303274,188446.,1986.,"Toyota","Corolla"
49881,1,1125.,294510,183000.,1993.,"Toyota","Corolla"
49889,1,8000.,79901,49648.,2004.,"Toyota","Corolla"
49939,1,3500.,165676,102946.,1999.,"Toyota","Corolla"
49983,0,1500.,215248,133749.,1994.,"Toyota","Corolla"
49984,0,3050.,215248,133749.,1994.,"Toyota","Corolla"
49985,0,12200.,31121,19338.,2005.,"Toyota","Corolla"
49994,0,2500.,215248,133749.,1994.,"Toyota","Corolla"
50164,1,1100.,238183,148000.,1993.,"Toyota","Corolla"
50174,1,740.,297450,184827.,1986.,"Toyota","Corolla"
50199,1,5650.,131631,81792.,1999.,"Toyota","Corolla"
50291,1,10100.,99779,62000.,2004.,"Toyota","Corolla"
50309,0,3850.,141799,88110.,2000.,"Toyota","Corolla"
50409,0,12100.,11,7.,2006.,"Toyota","Corolla"
50448,0,710.,259946,161523.,1987.,"Toyota","Corolla"
50579,1,3900.,118531,73652.,1991.,"Toyota","Corolla"
50679,0,4450.,81019,50343.,1995.,"Toyota","Corolla"
50741,0,6100.,118568,73675.,2001.,"Toyota","Corolla"
50742,0,4050.,102341,63592.,2000.,"Toyota","Corolla"
50748,0,6800.,95635,59425.,2002.,"Toyota","Corolla"
50752,0,9100.,18911,11751.,2004.,"Toyota","Corolla"
50756,0,5600.,102341,63592.,2000.,"Toyota","Corolla"
50758,0,4353.,102341,63592.,2000.,"Toyota","Corolla"
50761,0,5895.,120904,75126.,2001.,"Toyota","Corolla"
50766,0,4550.,102341,63592.,2000.,"Toyota","Corolla"
50780,0,8200.,94404,58660.,2003.,"Toyota","Corolla"
50787,1,6400.,102341,63592.,2000.,"Toyota","Corolla"
50794,0,10655.,18911,11751.,2004.,"Toyota","Corolla"
50800,0,11100.,18068,11227.,2004.,"Toyota","Corolla"
50801,0,8100.,94404,58660.,2003.,"Toyota","Corolla"
50811,1,12400.,94404,58660.,2003.,"Toyota","Corolla"
50818,0,6100.,120904,75126.,2001.,"Toyota","Corolla"
50821,0,6000.,120904,75126.,2001.,"Toyota","Corolla"
50827,0,11000.,18911,11751.,2004.,"Toyota","Corolla"
50830,1,8200.,95635,59425.,2002.,"Toyota","Corolla"
50838,0,5800.,120904,75126.,2001.,"Toyota","Corolla"
50843,1,12200.,18911,11751.,2004.,"Toyota","Corolla"
50862,0,9603.,94404,58660.,2003.,"Toyota","Corolla"
50867,0,5900.,120904,75126.,2001.,"Toyota","Corolla"
50901,1,12600.,35140,21835.,2005.,"Toyota","Corolla"
51007,1,4226.,166713,103591.,1991.,"Toyota","Corolla"
51022,0,4050.,321869,200000.,1985.,"Toyota","Corolla"
51141,1,305.,309649,192407.,1984.,"Toyota","Corolla"
51150,1,2225.,226866,140968.,1994.,"Toyota","Corolla"
51286,0,12433.33,28968,18000.,2005.,"Toyota","Corolla"
51287,0,14300.,26876,16700.,2005.,"Toyota","Corolla"
51554,0,12995.,39390,24476.,2005.,"Toyota","Corolla"
51949,0,2500.,182390,113332.,1985.,"Toyota","Corolla"
51950,0,1600.,131644,81800.,1981.,"Toyota","Corolla"
51974,0,3000.,112358,69816.,1999.,"Toyota","Corolla"
51975,0,3850.,112358,69816.,1999.,"Toyota","Corolla"
51983,1,7000.,71706,44556.,2003.,"Toyota","Corolla"
51989,1,10999.99,234963,145999.,1986.,"Toyota","Corolla"
52010,1,13300.,4860,3020.,2005.,"Toyota","Corolla"
52014,0,13800.,12730,7910.,2006.,"Toyota","Corolla"
52127,1,3850.,102362,63605.,1995.,"Toyota","Corolla"
52313,0,1125.,140452,87273.,1991.,"Toyota","Corolla"
52318,1,1625.,140452,87273.,1991.,"Toyota","Corolla"
52490,0,12000.,69398,43122.,2005.,"Toyota","Corolla"
52519,0,10600.,14,9.,2006.,"Toyota","Corolla"
52522,0,12500.,138,86.,2006.,"Toyota","Corolla"
52524,0,13238.,137,85.,2006.,"Toyota","Corolla"
52528,0,2506.27,236435,146914.,1994.,"Toyota","Corolla"
52529,0,7600.,63,39.,2007.,"Toyota","Corolla"
52638,1,11900.,68886,42804.,2003.,"Toyota","Corolla"
52734,0,13600.,10622,6600.,2006.,"Toyota","Corolla"
52742,0,2425.,98593,61263.,1992.,"Toyota","Corolla"
52940,1,12250.,40234,25000.,2005.,"Toyota","Corolla"
53232,1,4399.,172200,107000.,1999.,"Toyota","Corolla"
53280,1,4550.,145806,90600.,2000.,"Toyota","Corolla"
53390,1,2025.,280428,174250.,1997.,"Toyota","Corolla"
53470,1,152.5,298269,185336.,1988.,"Toyota","Corolla"
53522,0,14150.,4511,2803.,2006.,"Toyota","Corolla"
53659,1,3000.,224455,139470.,1999.,"Toyota","Corolla"
53661,0,10600.,81092,50388.,2003.,"Toyota","Corolla"
53666,0,12100.,22948,14259.,2005.,"Toyota","Corolla"
53902,1,686.,240275,149300.,1991.,"Toyota","Corolla"
53903,0,5100.,93738,58246.,2002.,"Toyota","Corolla"
53910,0,1785.,355665,221000.,1998.,"Toyota","Corolla"
53956,1,7900.,67592,42000.,2004.,"Toyota","Corolla"
53957,1,7205.,67592,42000.,2004.,"Toyota","Corolla"
54007,1,1725.,90123,56000.,1985.,"Toyota","Corolla"
54145,0,3500.,241401,150000.,1974.,"Toyota","Corolla"
54181,1,4650.,125421,77933.,1995.,"Toyota","Corolla"
54286,1,10300.,38463,23900.,2006.,"Toyota","Corolla"
54965,1,6000.,137831,85644.,2001.,"Toyota","Corolla"
55061,0,2050.,177028,110000.,1987.,"Toyota","Corolla"
55461,1,760.,226346,140645.,1992.,"Toyota","Corolla"
55675,0,3651.,180247,112000.,1998.,"Toyota","Corolla"
55735,0,9900.,31543,19600.,2003.,"Toyota","Corolla"
55748,0,330.,163147,101375.,1992.,"Toyota","Corolla"
55749,1,510.,163147,101375.,1992.,"Toyota","Corolla"
55895,0,1225.,244365,151841.,1995.,"Toyota","Corolla"
55896,1,2000.,244365,151841.,1995.,"Toyota","Corolla"
56132,0,3458.,178336,110813.,1994.,"Toyota","Corolla"
56135,0,2750.,178336,110813.,1994.,"Toyota","Corolla"
56235,1,1526.,143903,89417.,1991.,"Toyota","Corolla"
56310,0,660.,307384,191000.,1989.,"Toyota","Corolla"
56311,1,1025.3600000000001,307384,191000.,1989.,"Toyota","Corolla"
56450,0,8705.,8039,4995.,2004.,"Toyota","Corolla"
56451,1,9000.,11871,7376.,2004.,"Toyota","Corolla"
57064,1,560.,261180,162290.,1983.,"Toyota","Corolla"
57150,0,11500.,40229,24997.,2005.,"Toyota","Corolla"
57151,0,10202.,25181,15647.,2005.,"Toyota","Corolla"
57152,0,10200.,40234,25000.,2005.,"Toyota","Corolla"
57376,1,6800.,5953,3699.,2005.,"Toyota","Corolla"
57386,0,13222.,4038,2509.,2005.,"Toyota","Corolla"
57387,0,11900.,4038,2509.,2005.,"Toyota","Corolla"
57523,1,7075.,12875,8000.,1969.,"Toyota","Corolla"
57728,0,1575.,240615,149511.,1987.,"Toyota","Corolla"
57729,0,1500.,240615,149511.,1987.,"Toyota","Corolla"
57797,0,9001.5,30536,18974.,2002.,"Toyota","Corolla"
57799,1,9606.,30536,18974.,2002.,"Toyota","Corolla"
57955,1,710.,283888,176400.,1989.,"Toyota","Corolla"
58010,0,1225.,163740,101743.,1982.,"Toyota","Corolla"
58485,0,9999.,46413,28840.,2005.,"Toyota","Corolla"
58486,0,10100.,43554,27063.,2005.,"Toyota","Corolla"
58489,0,10100.,46413,28840.,2005.,"Toyota","Corolla"
58534,0,791.,219408,136334.,1991.,"Toyota","Corolla"
58874,0,7600.,12163,7558.,2005.,"Toyota","Corolla"
58881,0,962.,151278,94000.,1990.,"Toyota","Corolla"
58882,0,1010.09,151278,94000.,1990.,"Toyota","Corolla"
59420,0,4750.,491,305.,2006.,"Toyota","Corolla"
59563,0,4050.,200363,124500.,2000.,"Toyota","Corolla"
59564,0,3550.,210261,130650.,2000.,"Toyota","Corolla"
59877,1,2500.,325087,202000.,1984.,"Toyota","Corolla"
59882,1,2055.,122310,76000.,1989.,"Toyota","Corolla"
59884,0,1175.,148060,92000.,1992.,"Toyota","Corolla"
60044,0,10100.,13726,8529.,2006.,"Toyota","Corolla"
60225,1,1525.,346814,215500.,1986.,"Toyota","Corolla"
60268,0,6600.,86905,54000.,2002.,"Toyota","Corolla"
60269,1,7000.,90123,56000.,2002.,"Toyota","Corolla"
60338,1,3050.,4023,2500.,1990.,"Toyota","Corolla"
60351,1,1200.,189903,118000.,1995.,"Toyota","Corolla"
60361,1,8900.,17381,10800.,2005.,"Toyota","Corolla"
60508,0,2025.,64374,40000.,1986.,"Toyota","Corolla"
60557,0,8100.,12231,7600.,2005.,"Toyota","Corolla"
60744,1,884.,257677,160113.,1995.,"Toyota","Corolla"
60745,1,650.,257677,160113.,1995.,"Toyota","Corolla"
60880,0,9000.,49537,30781.,2003.,"Toyota","Corolla"
60881,0,7565.,49537,30781.,2003.,"Toyota","Corolla"
60889,1,1125.,431151,267905.,1987.,"Toyota","Corolla"
61085,1,3050.,215652,134000.,1989.,"Toyota","Corolla"
61363,0,8000.,57629,35809.,2005.,"Toyota","Corolla"
61369,0,10100.,42961,26695.,2005.,"Toyota","Corolla"
61396,0,5800.,131368,81628.,2003.,"Toyota","Corolla"
61419,1,4850.,113016,70225.,1998.,"Toyota","Corolla"
61460,0,5001.,108848,67635.,1999.,"Toyota","Corolla"
61701,1,820.,210824,131000.,1994.,"Toyota","Corolla"
61824,0,8237.,93342,58000.,2003.,"Toyota","Corolla"
61871,0,10501.,27557,17123.,2005.,"Toyota","Corolla"
62120,0,4050.,28761,17871.,1979.,"Toyota","Corolla"
62206,1,7311.,59546,37000.,2004.,"Toyota","Corolla"
62207,1,7100.,59546,37000.,2004.,"Toyota","Corolla"
62209,1,10300.,1046,650.,2006.,"Toyota","Corolla"
62211,1,7906.,59546,37000.,2004.,"Toyota","Corolla"
62212,1,7600.,20761,12900.,2005.,"Toyota","Corolla"
62216,1,10100.,20761,12900.,2005.,"Toyota","Corolla"
62218,1,9200.,58902,36600.,2004.,"Toyota","Corolla"
62219,1,8600.87,59546,37000.,2004.,"Toyota","Corolla"
62220,1,8100.,59546,37000.,2004.,"Toyota","Corolla"
62221,1,8701.,8690,5400.,2006.,"Toyota","Corolla"
62364,0,9767.,39188,24350.,2004.,"Toyota","Corolla"
62380,1,13500.,60357,37504.,2004.,"Toyota","Corolla"
62687,1,11900.,74078,46030.,2004.,"Toyota","Corolla"
62690,0,8223.,74078,46030.,2004.,"Toyota","Corolla"
62773,1,2809.,201168,125000.,1994.,"Toyota","Corolla"
62826,1,405.,130181,80891.,1987.,"Toyota","Corolla"
63023,1,4550.,85533,53148.,1993.,"Toyota","Corolla"
63073,0,4900.,131886,81950.,2001.,"Toyota","Corolla"
63093,1,3401.03,205996,128000.,1997.,"Toyota","Corolla"
63192,1,1580.,276807,172000.,1994.,"Toyota","Corolla"
63272,1,2550.,185074,115000.,1983.,"Toyota","Corolla"
63313,0,11600.,27359,17000.,2005.,"Toyota","Corolla"
63362,1,417.,225900,140368.,1992.,"Toyota","Corolla"
63379,1,985.,268760,167000.,1994.,"Toyota","Corolla"
63419,1,9100.,102769,63858.,2003.,"Toyota","Corolla"
63507,0,8500.,47593,29573.,2004.,"Toyota","Corolla"
63508,0,8400.,47593,29573.,2004.,"Toyota","Corolla"
63510,0,8200.,47593,29573.,2004.,"Toyota","Corolla"
63790,1,5488.04,128748,80000.,2000.,"Toyota","Corolla"
63844,0,4600.,119003,73945.,1998.,"Toyota","Corolla"
63845,0,3950.,150280,93380.,2001.,"Toyota","Corolla"
63846,0,7700.,125326,77874.,2003.,"Toyota","Corolla"
63854,1,5049.49,125986,78284.,1998.,"Toyota","Corolla"
63855,0,4650.,114500,71147.,1998.,"Toyota","Corolla"
63857,0,5005.,150280,93380.,2001.,"Toyota","Corolla"
63894,0,3150.,222089,138000.,1999.,"Toyota","Corolla"
63966,0,6600.,30624,19029.,2005.,"Toyota","Corolla"
64058,1,10200.,29116,18092.,2003.,"Toyota","Corolla"
64128,0,1835.,295590,183671.,1996.,"Toyota","Corolla"
64196,1,3350.,153910,95635.,1994.,"Toyota","Corolla"
64197,1,3150.,153910,95635.,1994.,"Toyota","Corolla"
64377,1,2801.12,146354,90940.,1994.,"Toyota","Corolla"
64479,0,9200.,62486,38827.,2005.,"Toyota","Corolla"
64490,0,9600.,62486,38827.,2005.,"Toyota","Corolla"
64515,0,11100.,25458,15819.,2006.,"Toyota","Corolla"
64572,1,710.,304166,189000.,1993.,"Toyota","Corolla"
64608,1,2025.,255520,158773.,1995.,"Toyota","Corolla"
64610,1,1325.,255520,158773.,1995.,"Toyota","Corolla"
64620,1,5800.,114756,71306.,2002.,"Toyota","Corolla"
64654,1,407.,279220,173499.,1991.,"Toyota","Corolla"
64661,0,9100.,48602,30200.,2005.,"Toyota","Corolla"
64662,0,6800.,122458,76092.,2003.,"Toyota","Corolla"
64664,0,5600.,122458,76092.,2003.,"Toyota","Corolla"
64665,1,10600.,43608,27097.,2005.,"Toyota","Corolla"
64792,0,167.6,424727,263913.,1995.,"Toyota","Corolla"
64854,1,3450.,138404,86000.,1993.,"Toyota","Corolla"
64861,1,1665.,72420,45000.,1985.,"Toyota","Corolla"
64947,1,1500.,239470,148800.,1996.,"Toyota","Corolla"
65213,1,3050.,203690,126567.,1998.,"Toyota","Corolla"
65556,0,9300.,39791,24725.,2005.,"Toyota","Corolla"
65558,0,12300.,39791,24725.,2005.,"Toyota","Corolla"
65878,0,1100.,162106,100728.,1990.,"Toyota","Corolla"
65887,1,3600.,220041,136727.,2001.,"Toyota","Corolla"
66224,1,855.95,120701,75000.,1981.,"Toyota","Corolla"
66364,0,9300.,54718,34000.,2003.,"Toyota","Corolla"
66366,0,4453.,151954,94420.,2001.,"Toyota","Corolla"
66367,0,7600.,54718,34000.,2003.,"Toyota","Corolla"
66373,1,305.,319743,198679.,1987.,"Toyota","Corolla"
66394,1,2275.,349055,216893.,1998.,"Toyota","Corolla"
66395,1,2026.,349066,216900.,1998.,"Toyota","Corolla"
66413,1,3800.,53292,33114.,1970.,"Toyota","Corolla"
66599,0,11711.,37015,23000.,2005.,"Toyota","Corolla"
66718,0,10600.,27359,17000.,2005.,"Toyota","Corolla"
66920,1,3660.,156106,97000.,2001.,"Toyota","Corolla"
67088,0,9200.,18025,11200.,2005.,"Toyota","Corolla"
67089,0,7600.,57615,35800.,2004.,"Toyota","Corolla"
67378,1,9301.,111045,69000.,2003.,"Toyota","Corolla"
67456,0,9100.,988,614.,2006.,"Toyota","Corolla"
67554,1,2500.,249448,155000.,1988.,"Toyota","Corolla"
67655,0,1675.,236971,147247.,1994.,"Toyota","Corolla"
67676,0,2025.,102998,64000.,2002.,"Toyota","Corolla"
67807,0,8000.,92054,57200.,2001.,"Toyota","Corolla"
67968,0,9850.,47315,29400.,2003.,"Toyota","Corolla"
68080,1,1925.,321869,200000.,1985.,"Toyota","Corolla"
69113,1,570.,359500,223383.,1987.,"Toyota","Corolla"
69114,1,500.,359500,223383.,1987.,"Toyota","Corolla"
69298,0,585.,164190,102023.,1987.,"Toyota","Corolla"
69327,1,6800.,74030,46000.,2004.,"Toyota","Corolla"
69645,0,305.,173817,108005.,1991.,"Toyota","Corolla"
69716,0,610.,377439,234530.,1992.,"Toyota","Corolla"
69904,1,7901.,83686,52000.,2002.,"Toyota","Corolla"
70259,0,5350.,104020,64635.,2003.,"Toyota","Corolla"
70363,0,8250.,46751,29050.,2004.,"Toyota","Corolla"
70464,0,7800.,66524,41336.,2003.,"Toyota","Corolla"
70533,0,2550.,182231,113233.,1997.,"Toyota","Corolla"
70556,0,1475.,307074,190807.,1995.,"Toyota","Corolla"
70563,0,3050.01,196723,122238.,2001.,"Toyota","Corolla"
70672,0,5003.,105818,65752.,1998.,"Toyota","Corolla"
70738,1,1080.,330035,205074.,1993.,"Toyota","Corolla"
70742,0,6650.,106894,66421.,2000.,"Toyota","Corolla"
70743,0,9900.,41988,26090.,2004.,"Toyota","Corolla"
70844,1,610.,225308,140000.,1998.,"Toyota","Corolla"
70848,1,8700.,85295,53000.,2003.,"Toyota","Corolla"
71085,1,3450.,270370,168000.,1986.,"Toyota","Corolla"
71092,1,380.,210800,130985.,1987.,"Toyota","Corolla"
